,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
0,A002,R051,02-00-00,04-30-11,00:00:00,REGULAR,3143506,1087907
1,A002,R051,02-00-00,04-30-11,04:00:00,REGULAR,3143547,1087915
2,A002,R051,02-00-00,04-30-11,08:00:00,REGULAR,3143563,1087935
3,A002,R051,02-00-00,04-30-11,12:00:00,REGULAR,3143646,1088024
4,A002,R051,02-00-00,04-30-11,16:00:00,REGULAR,3143865,1088083
5,A002,R051,02-00-00,04-30-11,20:00:00,REGULAR,3144181,1088132
6,A002,R051,02-00-00,05-01-11,00:00:00,REGULAR,3144312,1088151
7,A002,R051,02-00-00,05-01-11,04:00:00,REGULAR,3144335,1088159
8,A002,R051,02-00-00,05-01-11,08:00:00,REGULAR,3144353,1088177
9,A002,R051,02-00-00,05-01-11,12:00:00,REGULAR,3144424,1088231
10,A002,R051,02-00-00,05-01-11,16:00:00,REGULAR,3144594,1088275
11,A002,R051,02-00-00,05-01-11,20:00:00,REGULAR,3144808,1088317
12,A002,R051,02-00-00,05-02-11,00:00:00,REGULAR,3144895,1088328
13,A002,R051,02-00-00,05-02-11,04:00:00,REGULAR,3144905,1088331
14,A002,R051,02-00-00,05-02-11,08:00:00,REGULAR,3144941,1088420
15,A002,R051,02-00-00,05-02-11,12:00:00,REGULAR,3145094,1088753
16,A002,R051,02-00-00,05-02-11,16:00:00,REGULAR,3145337,1088823
17,A002,R051,02-00-00,05-02-11,20:00:00,REGULAR,3146168,1088888
18,A002,R051,02-00-00,05-03-11,00:00:00,REGULAR,3146322,1088918
19,A002,R051,02-00-00,05-03-11,04:00:00,REGULAR,3146335,1088921
20,A002,R051,02-00-00,05-03-11,08:00:00,REGULAR,3146371,1089014
21,A002,R051,02-00-00,05-03-11,12:00:00,REGULAR,3146510,1089341
22,A002,R051,02-00-00,05-03-11,16:00:00,REGULAR,3146790,1089417
23,A002,R051,02-00-00,05-03-11,20:00:00,REGULAR,3147615,1089478
24,A002,R051,02-00-00,05-04-11,00:00:00,REGULAR,3147798,1089515
25,A002,R051,02-00-00,05-04-11,04:00:00,REGULAR,3147809,1089520
26,A002,R051,02-00-00,05-04-11,08:00:00,REGULAR,3147859,1089632
27,A002,R051,02-00-00,05-04-11,12:00:00,REGULAR,3147999,1089965
28,A002,R051,02-00-00,05-04-11,16:00:00,REGULAR,3148276,1090054
29,A002,R051,02-00-00,05-04-11,20:00:00,REGULAR,3149108,1090117
30,A002,R051,02-00-00,05-05-11,00:00:00,REGULAR,3149281,1090139
31,A002,R051,02-00-00,05-05-11,04:00:00,REGULAR,3149297,1090145
32,A002,R051,02-00-00,05-05-11,08:00:00,REGULAR,3149331,1090257
40,A002,R051,02-00-00,05-05-11,20:00:00,REGULAR,3150639,1090714
41,A002,R051,02-00-00,05-06-11,00:00:00,REGULAR,3150815,1090750
42,A002,R051,02-00-00,05-06-11,04:00:00,REGULAR,3150840,1090759
43,A002,R051,02-00-00,05-06-11,08:00:00,REGULAR,3150879,1090834
44,A002,R051,02-00-00,05-06-11,12:00:00,REGULAR,3151017,1091151
45,A002,R051,02-00-00,05-06-11,16:00:00,REGULAR,3151315,1091227
46,A002,R051,02-00-00,05-06-11,20:00:00,REGULAR,3152200,1091283
47,A002,R051,02-00-01,04-30-11,00:00:00,REGULAR,3093886,658807
48,A002,R051,02-00-01,04-30-11,04:00:00,REGULAR,3093909,658812
49,A002,R051,02-00-01,04-30-11,08:00:00,REGULAR,3093922,658829
50,A002,R051,02-00-01,04-30-11,12:00:00,REGULAR,3093999,658893
51,A002,R051,02-00-01,04-30-11,16:00:00,REGULAR,3094190,658937
52,A002,R051,02-00-01,04-30-11,20:00:00,REGULAR,3094469,658963
53,A002,R051,02-00-01,05-01-11,00:00:00,REGULAR,3094562,658982
54,A002,R051,02-00-01,05-01-11,04:00:00,REGULAR,3094586,658988
55,A002,R051,02-00-01,05-01-11,08:00:00,REGULAR,3094602,658994
56,A002,R051,02-00-01,05-01-11,12:00:00,REGULAR,3094662,659025
57,A002,R051,02-00-01,05-01-11,16:00:00,REGULAR,3094828,659048
58,A002,R051,02-00-01,05-01-11,20:00:00,REGULAR,3095033,659097
59,A002,R051,02-00-01,05-02-11,00:00:00,REGULAR,3095116,659109
60,A002,R051,02-00-01,05-02-11,04:00:00,REGULAR,3095120,659111
61,A002,R051,02-00-01,05-02-11,08:00:00,REGULAR,3095156,659150
62,A002,R051,02-00-01,05-02-11,12:00:00,REGULAR,3095295,659308
63,A002,R051,02-00-01,05-02-11,16:00:00,REGULAR,3095555,659356
64,A002,R051,02-00-01,05-02-11,20:00:00,REGULAR,3096243,659404
65,A002,R051,02-00-01,05-03-11,00:00:00,REGULAR,3096385,659420
66,A002,R051,02-00-01,05-03-11,04:00:00,REGULAR,3096393,659423
67,A002,R051,02-00-01,05-03-11,08:00:00,REGULAR,3096430,659481
68,A002,R051,02-00-01,05-03-11,12:00:00,REGULAR,3096582,659645
69,A002,R051,02-00-01,05-03-11,16:00:00,REGULAR,3096858,659697
70,A002,R051,02-00-01,05-03-11,20:00:00,REGULAR,3097602,659752
71,A002,R051,02-00-01,05-04-11,00:00:00,REGULAR,3097762,659771
72,A002,R051,02-00-01,05-04-11,04:00:00,REGULAR,3097770,659772
73,A002,R051,02-00-01,05-04-11,08:00:00,REGULAR,3097807,659825
74,A002,R051,02-00-01,05-04-11,12:00:00,REGULAR,3097989,659996
75,A002,R051,02-00-01,05-04-11,16:00:00,REGULAR,3098256,660040
76,A002,R051,02-00-01,05-04-11,20:00:00,REGULAR,3098956,660094
77,A002,R051,02-00-01,05-05-11,00:00:00,REGULAR,3099085,660121
78,A002,R051,02-00-01,05-05-11,04:00:00,REGULAR,3099098,660123
79,A002,R051,02-00-01,05-05-11,08:00:00,REGULAR,3099132,660164
87,A002,R051,02-00-01,05-06-11,00:00:00,REGULAR,3100468,660502
88,A002,R051,02-00-01,05-06-11,04:00:00,REGULAR,3100498,660504
89,A002,R051,02-00-01,05-06-11,08:00:00,REGULAR,3100531,660564
90,A002,R051,02-00-01,05-06-11,12:00:00,REGULAR,3100687,660732
91,A002,R051,02-00-01,05-06-11,16:00:00,REGULAR,3100981,660771
92,A002,R051,02-00-01,05-06-11,20:00:00,REGULAR,3101676,660812
93,A002,R051,02-03-00,04-30-11,00:00:00,REGULAR,1286852,4585104
94,A002,R051,02-03-00,04-30-11,04:00:00,REGULAR,1286864,4585134
95,A002,R051,02-03-00,04-30-11,08:00:00,REGULAR,1286869,4585202
96,A002,R051,02-03-00,04-30-11,12:00:00,REGULAR,1286915,4585465
97,A002,R051,02-03-00,04-30-11,16:00:00,REGULAR,1286994,4585788
98,A002,R051,02-03-00,04-30-11,20:00:00,REGULAR,1287133,4586125
99,A002,R051,02-03-00,05-01-11,00:00:00,REGULAR,1287189,4586278
100,A002,R051,02-03-00,05-01-11,04:00:00,REGULAR,1287206,4586303
101,A002,R051,02-03-00,05-01-11,08:00:00,REGULAR,1287212,4586328
102,A002,R051,02-03-00,05-01-11,12:00:00,REGULAR,1287232,4586527
103,A002,R051,02-03-00,05-01-11,16:00:00,REGULAR,1287292,4586785
104,A002,R051,02-03-00,05-01-11,20:00:00,REGULAR,1287380,4587045
105,A002,R051,02-03-00,05-02-11,00:00:00,REGULAR,1287421,4587141
106,A002,R051,02-03-00,05-02-11,04:00:00,REGULAR,1287425,4587147
107,A002,R051,02-03-00,05-02-11,08:00:00,REGULAR,1287440,4587410
108,A002,R051,02-03-00,05-02-11,12:00:00,REGULAR,1287507,4588175
109,A002,R051,02-03-00,05-02-11,16:00:00,REGULAR,1287612,4588498
110,A002,R051,02-03-00,05-02-11,20:00:00,REGULAR,1287890,4589071
111,A002,R051,02-03-00,05-03-11,00:00:00,REGULAR,1287970,4589221
112,A002,R051,02-03-00,05-03-11,04:00:00,REGULAR,1287975,4589237
113,A002,R051,02-03-00,05-03-11,08:00:00,REGULAR,1287989,4589518
114,A002,R051,02-03-00,05-03-11,12:00:00,REGULAR,1288060,4590346
115,A002,R051,02-03-00,05-03-11,16:00:00,REGULAR,1288170,4590719
116,A002,R051,02-03-00,05-03-11,20:00:00,REGULAR,1288444,4591303
117,A002,R051,02-03-00,05-04-11,00:00:00,REGULAR,1288518,4591476
118,A002,R051,02-03-00,05-04-11,04:00:00,REGULAR,1288526,4591486
119,A002,R051,02-03-00,05-04-11,08:00:00,REGULAR,1288545,4591767
120,A002,R051,02-03-00,05-04-11,12:00:00,REGULAR,1288623,4592548
121,A002,R051,02-03-00,05-04-11,16:00:00,REGULAR,1288768,4592896
122,A002,R051,02-03-00,05-04-11,20:00:00,REGULAR,1289027,4593511
123,A002,R051,02-03-00,05-05-11,00:00:00,REGULAR,1289103,4593652
124,A002,R051,02-03-00,05-05-11,04:00:00,REGULAR,1289109,4593663
125,A002,R051,02-03-00,05-05-11,08:00:00,REGULAR,1289119,4593931
132,A002,R051,02-03-00,05-06-11,00:00:00,REGULAR,1289679,4595797
133,A002,R051,02-03-00,05-06-11,04:00:00,REGULAR,1289685,4595816
134,A002,R051,02-03-00,05-06-11,08:00:00,REGULAR,1289693,4596079
135,A002,R051,02-03-00,05-06-11,12:00:00,REGULAR,1289730,4596848
136,A002,R051,02-03-00,05-06-11,16:00:00,REGULAR,1289838,4597228
137,A002,R051,02-03-00,05-06-11,20:00:00,REGULAR,1290130,4597795
138,A002,R051,02-03-01,04-30-11,00:00:00,REGULAR,2845503,4386061
139,A002,R051,02-03-01,04-30-11,04:00:00,REGULAR,2845544,4386111
140,A002,R051,02-03-01,04-30-11,08:00:00,REGULAR,2845584,4386181
141,A002,R051,02-03-01,04-30-11,12:00:00,REGULAR,2845730,4386448
142,A002,R051,02-03-01,04-30-11,16:00:00,REGULAR,2846001,4386807
143,A002,R051,02-03-01,04-30-11,20:00:00,REGULAR,2846358,4387183
144,A002,R051,02-03-01,05-01-11,00:00:00,REGULAR,2846551,4387392
145,A002,R051,02-03-01,05-01-11,04:00:00,REGULAR,2846593,4387444
146,A002,R051,02-03-01,05-01-11,08:00:00,REGULAR,2846616,4387487
147,A002,R051,02-03-01,05-01-11,12:00:00,REGULAR,2846691,4387729
148,A002,R051,02-03-01,05-01-11,16:00:00,REGULAR,2846884,4388044
149,A002,R051,02-03-01,05-01-11,20:00:00,REGULAR,2847105,4388382
150,A002,R051,02-03-01,05-02-11,00:00:00,REGULAR,2847255,4388497
151,A002,R051,02-03-01,05-02-11,04:00:00,REGULAR,2847271,4388513
152,A002,R051,02-03-01,05-02-11,08:00:00,REGULAR,2847314,4388799
153,A002,R051,02-03-01,05-02-11,12:00:00,REGULAR,2847480,4389484
154,A002,R051,02-03-01,05-02-11,16:00:00,REGULAR,2847721,4389876
155,A002,R051,02-03-01,05-02-11,20:00:00,REGULAR,2848334,4390414
156,A002,R051,02-03-01,05-03-11,00:00:00,REGULAR,2848581,4390574
157,A002,R051,02-03-01,05-03-11,04:00:00,REGULAR,2848601,4390593
158,A002,R051,02-03-01,05-03-11,08:00:00,REGULAR,2848661,4390850
159,A002,R051,02-03-01,05-03-11,12:00:00,REGULAR,2848843,4391562
160,A002,R051,02-03-01,05-03-11,16:00:00,REGULAR,2849114,4391904
161,A002,R051,02-03-01,05-03-11,20:00:00,REGULAR,2849726,4392448
162,A002,R051,02-03-01,05-04-11,00:00:00,REGULAR,2849963,4392650
163,A002,R051,02-03-01,05-04-11,04:00:00,REGULAR,2849991,4392671
164,A002,R051,02-03-01,05-04-11,08:00:00,REGULAR,2850052,4392909
165,A002,R051,02-03-01,05-04-11,12:00:00,REGULAR,2850228,4393746
166,A002,R051,02-03-01,05-04-11,16:00:00,REGULAR,2850524,4394113
167,A002,R051,02-03-01,05-04-11,20:00:00,REGULAR,2851074,4394669
168,A002,R051,02-03-01,05-05-11,00:00:00,REGULAR,2851322,4394850
169,A002,R051,02-03-01,05-05-11,04:00:00,REGULAR,2851333,4394862
170,A002,R051,02-03-01,05-05-11,08:00:00,REGULAR,2851385,4395141
178,A002,R051,02-03-01,05-05-11,20:00:00,REGULAR,2852442,4396862
179,A002,R051,02-03-01,05-06-11,00:00:00,REGULAR,2852755,4397061
180,A002,R051,02-03-01,05-06-11,04:00:00,REGULAR,2852787,4397086
181,A002,R051,02-03-01,05-06-11,08:00:00,REGULAR,2852835,4397344
182,A002,R051,02-03-01,05-06-11,12:00:00,REGULAR,2853015,4398052
183,A002,R051,02-03-01,05-06-11,16:00:00,REGULAR,2853329,4398477
184,A002,R051,02-03-01,05-06-11,20:00:00,REGULAR,2853894,4399020
185,A002,R051,02-03-02,04-30-11,00:00:00,REGULAR,2616361,3583719
186,A002,R051,02-03-02,04-30-11,04:00:00,REGULAR,2616404,3583750
187,A002,R051,02-03-02,04-30-11,08:00:00,REGULAR,2616421,3583840
188,A002,R051,02-03-02,04-30-11,12:00:00,REGULAR,2616537,3584068
189,A002,R051,02-03-02,04-30-11,16:00:00,REGULAR,2616741,3584368
190,A002,R051,02-03-02,04-30-11,20:00:00,REGULAR,2617035,3584647
191,A002,R051,02-03-02,05-01-11,00:00:00,REGULAR,2617231,3584779
192,A002,R051,02-03-02,05-01-11,04:00:00,REGULAR,2617273,3584844
193,A002,R051,02-03-02,05-01-11,08:00:00,REGULAR,2617284,3584890
194,A002,R051,02-03-02,05-01-11,12:00:00,REGULAR,2617359,3585091
195,A002,R051,02-03-02,05-01-11,16:00:00,REGULAR,2617529,3585339
196,A002,R051,02-03-02,05-01-11,20:00:00,REGULAR,2617721,3585576
197,A002,R051,02-03-02,05-02-11,00:00:00,REGULAR,2617847,3585664
198,A002,R051,02-03-02,05-02-11,04:00:00,REGULAR,2617860,3585674
199,A002,R051,02-03-02,05-02-11,08:00:00,REGULAR,2617899,3585928
200,A002,R051,02-03-02,05-02-11,12:00:00,REGULAR,2618066,3586569
201,A002,R051,02-03-02,05-02-11,16:00:00,REGULAR,2618320,3586861
202,A002,R051,02-03-02,05-02-11,20:00:00,REGULAR,2618903,3587268
203,A002,R051,02-03-02,05-03-11,00:00:00,REGULAR,2619105,3587394
204,A002,R051,02-03-02,05-03-11,04:00:00,REGULAR,2619121,3587409
205,A002,R051,02-03-02,05-03-11,08:00:00,REGULAR,2619166,3587730
206,A002,R051,02-03-02,05-03-11,12:00:00,REGULAR,2619358,3588412
207,A002,R051,02-03-02,05-03-11,16:00:00,REGULAR,2619604,3588687
208,A002,R051,02-03-02,05-03-11,20:00:00,REGULAR,2620217,3589111
209,A002,R051,02-03-02,05-04-11,00:00:00,REGULAR,2620423,3589256
210,A002,R051,02-03-02,05-04-11,04:00:00,REGULAR,2620440,3589274
211,A002,R051,02-03-02,05-04-11,08:00:00,REGULAR,2620497,3589541
212,A002,R051,02-03-02,05-04-11,12:00:00,REGULAR,2620687,3590235
213,A002,R051,02-03-02,05-04-11,16:00:00,REGULAR,2620966,3590562
214,A002,R051,02-03-02,05-04-11,20:00:00,REGULAR,2621516,3591028
215,A002,R051,02-03-02,05-05-11,00:00:00,REGULAR,2621715,3591188
216,A002,R051,02-03-02,05-05-11,04:00:00,REGULAR,2621730,3591201
217,A002,R051,02-03-02,05-05-11,08:00:00,REGULAR,2621777,3591470
224,A002,R051,02-03-02,05-06-11,00:00:00,REGULAR,2623065,3593061
225,A002,R051,02-03-02,05-06-11,04:00:00,REGULAR,2623089,3593088
226,A002,R051,02-03-02,05-06-11,08:00:00,REGULAR,2623136,3593341
227,A002,R051,02-03-02,05-06-11,12:00:00,REGULAR,2623305,3594030
228,A002,R051,02-03-02,05-06-11,16:00:00,REGULAR,2623564,3594368
229,A002,R051,02-03-02,05-06-11,20:00:00,REGULAR,2624124,3594800
230,A002,R051,02-03-03,04-30-11,00:00:00,REGULAR,2321250,3040076
231,A002,R051,02-03-03,04-30-11,04:00:00,REGULAR,2321277,3040101
232,A002,R051,02-03-03,04-30-11,08:00:00,REGULAR,2321296,3040174
233,A002,R051,02-03-03,04-30-11,12:00:00,REGULAR,2321362,3040377
234,A002,R051,02-03-03,04-30-11,16:00:00,REGULAR,2321539,3040563
235,A002,R051,02-03-03,04-30-11,20:00:00,REGULAR,2321835,3040728
236,A002,R051,02-03-03,05-01-11,00:00:00,REGULAR,2321995,3040801
237,A002,R051,02-03-03,05-01-11,04:00:00,REGULAR,2322024,3040829
238,A002,R051,02-03-03,05-01-11,08:00:00,REGULAR,2322030,3040872
239,A002,R051,02-03-03,05-01-11,12:00:00,REGULAR,2322097,3041026
240,A002,R051,02-03-03,05-01-11,16:00:00,REGULAR,2322257,3041168
241,A002,R051,02-03-03,05-01-11,20:00:00,REGULAR,2322428,3041318
242,A002,R051,02-03-03,05-02-11,00:00:00,REGULAR,2322528,3041386
243,A002,R051,02-03-03,05-02-11,04:00:00,REGULAR,2322533,3041391
244,A002,R051,02-03-03,05-02-11,08:00:00,REGULAR,2322569,3041718
245,A002,R051,02-03-03,05-02-11,12:00:00,REGULAR,2322756,3042353
246,A002,R051,02-03-03,05-02-11,16:00:00,REGULAR,2322958,3042559
247,A002,R051,02-03-03,05-02-11,20:00:00,REGULAR,2323516,3042843
248,A002,R051,02-03-03,05-03-11,00:00:00,REGULAR,2323675,3042945
249,A002,R051,02-03-03,05-03-11,04:00:00,REGULAR,2323684,3042960
250,A002,R051,02-03-03,05-03-11,08:00:00,REGULAR,2323733,3043243
251,A002,R051,02-03-03,05-03-11,12:00:00,REGULAR,2323937,3043841
252,A002,R051,02-03-03,05-03-11,16:00:00,REGULAR,2324176,3044026
253,A002,R051,02-03-03,05-03-11,20:00:00,REGULAR,2324809,3044300
254,A002,R051,02-03-03,05-04-11,00:00:00,REGULAR,2324968,3044409
255,A002,R051,02-03-03,05-04-11,04:00:00,REGULAR,2324973,3044419
256,A002,R051,02-03-03,05-04-11,08:00:00,REGULAR,2325002,3044754
257,A002,R051,02-03-03,05-04-11,12:00:00,REGULAR,2325253,3045333
258,A002,R051,02-03-03,05-04-11,16:00:00,REGULAR,2325497,3045507
259,A002,R051,02-03-03,05-04-11,20:00:00,REGULAR,2326047,3045833
260,A002,R051,02-03-03,05-05-11,00:00:00,REGULAR,2326218,3045947
261,A002,R051,02-03-03,05-05-11,04:00:00,REGULAR,2326226,3045958
262,A002,R051,02-03-03,05-05-11,08:00:00,REGULAR,2326271,3046267
267,A002,R051,02-03-03,05-05-11,20:00:00,REGULAR,2327274,3047429
268,A002,R051,02-03-03,05-06-11,00:00:00,REGULAR,2327446,3047540
269,A002,R051,02-03-03,05-06-11,04:00:00,REGULAR,2327457,3047560
270,A002,R051,02-03-03,05-06-11,08:00:00,REGULAR,2327493,3047830
271,A002,R051,02-03-03,05-06-11,12:00:00,REGULAR,2327669,3048451
272,A002,R051,02-03-03,05-06-11,16:00:00,REGULAR,2327900,3048704
273,A002,R051,02-03-03,05-06-11,20:00:00,REGULAR,2328376,3048960
274,A002,R051,02-03-04,04-30-11,00:00:00,REGULAR,3032959,1992283
275,A002,R051,02-03-04,04-30-11,04:00:00,REGULAR,3032993,1992290
276,A002,R051,02-03-04,04-30-11,08:00:00,REGULAR,3033014,1992337
277,A002,R051,02-03-04,04-30-11,12:00:00,REGULAR,3033147,1992440
278,A002,R051,02-03-04,04-30-11,16:00:00,REGULAR,3033388,1992524
279,A002,R051,02-03-04,04-30-11,20:00:00,REGULAR,3033703,1992590
280,A002,R051,02-03-04,05-01-11,00:00:00,REGULAR,3033909,1992618
281,A002,R051,02-03-04,05-01-11,04:00:00,REGULAR,3033943,1992626
282,A002,R051,02-03-04,05-01-11,08:00:00,REGULAR,3033956,1992664
283,A002,R051,02-03-04,05-01-11,12:00:00,REGULAR,3034046,1992754
284,A002,R051,02-03-04,05-01-11,16:00:00,REGULAR,3034250,1992808
285,A002,R051,02-03-04,05-01-11,20:00:00,REGULAR,3034475,1992859
286,A002,R051,02-03-04,05-02-11,00:00:00,REGULAR,3034614,1992884
287,A002,R051,02-03-04,05-02-11,04:00:00,REGULAR,3034622,1992888
288,A002,R051,02-03-04,05-02-11,08:00:00,REGULAR,3034667,1993057
289,A002,R051,02-03-04,05-02-11,12:00:00,REGULAR,3034933,1993357
290,A002,R051,02-03-04,05-02-11,16:00:00,REGULAR,3035177,1993448
291,A002,R051,02-03-04,05-02-11,20:00:00,REGULAR,3035745,1993573
292,A002,R051,02-03-04,05-03-11,00:00:00,REGULAR,3035927,1993625
293,A002,R051,02-03-04,05-03-11,04:00:00,REGULAR,3035935,1993629
294,A002,R051,02-03-04,05-03-11,08:00:00,REGULAR,3035977,1993820
295,A002,R051,02-03-04,05-03-11,12:00:00,REGULAR,3036280,1994084
296,A002,R051,02-03-04,05-03-11,16:00:00,REGULAR,3036566,1994175
297,A002,R051,02-03-04,05-03-11,20:00:00,REGULAR,3037266,1994302
298,A002,R051,02-03-04,05-04-11,00:00:00,REGULAR,3037476,1994357
299,A002,R051,02-03-04,05-04-11,04:00:00,REGULAR,3037491,1994360
300,A002,R051,02-03-04,05-04-11,08:00:00,REGULAR,3037536,1994574
301,A002,R051,02-03-04,05-04-11,12:00:00,REGULAR,3037901,1994777
302,A002,R051,02-03-04,05-04-11,16:00:00,REGULAR,3038188,1994867
303,A002,R051,02-03-04,05-04-11,20:00:00,REGULAR,3038888,1994963
304,A002,R051,02-03-04,05-05-11,00:00:00,REGULAR,3039108,1995020
305,A002,R051,02-03-04,05-05-11,04:00:00,REGULAR,3039124,1995023
306,A002,R051,02-03-04,05-05-11,08:00:00,REGULAR,3039189,1995217
311,A002,R051,02-03-04,05-05-11,20:00:00,REGULAR,3040424,1995730
312,A002,R051,02-03-04,05-06-11,00:00:00,REGULAR,3040650,1995778
313,A002,R051,02-03-04,05-06-11,04:00:00,REGULAR,3040678,1995787
314,A002,R051,02-03-04,05-06-11,08:00:00,REGULAR,3040744,1995953
315,A002,R051,02-03-04,05-06-11,12:00:00,REGULAR,3040993,1996264
316,A002,R051,02-03-04,05-06-11,16:00:00,REGULAR,3041292,1996362
317,A002,R051,02-03-04,05-06-11,20:00:00,REGULAR,3041969,1996449
318,A002,R051,02-03-05,04-30-11,00:00:00,REGULAR,5076222,973110
319,A002,R051,02-03-05,04-30-11,04:00:00,REGULAR,5076290,973111
320,A002,R051,02-03-05,04-30-11,08:00:00,REGULAR,5076374,973117
321,A002,R051,02-03-05,04-30-11,12:00:00,REGULAR,5076644,973146
322,A002,R051,02-03-05,04-30-11,16:00:00,REGULAR,5077102,973166
323,A002,R051,02-03-05,04-30-11,20:00:00,REGULAR,5077623,973191
324,A002,R051,02-03-05,05-01-11,00:00:00,REGULAR,5077970,973199
325,A002,R051,02-03-05,05-01-11,04:00:00,REGULAR,5078033,973214
326,A002,R051,02-03-05,05-01-11,08:00:00,REGULAR,5078075,973222
327,A002,R051,02-03-05,05-01-11,12:00:00,REGULAR,5078282,973243
328,A002,R051,02-03-05,05-01-11,16:00:00,REGULAR,5078643,973265
329,A002,R051,02-03-05,05-01-11,20:00:00,REGULAR,5079082,973280
330,A002,R051,02-03-05,05-02-11,00:00:00,REGULAR,5079322,973288
331,A002,R051,02-03-05,05-02-11,04:00:00,REGULAR,5079341,973289
332,A002,R051,02-03-05,05-02-11,08:00:00,REGULAR,5079504,973326
333,A002,R051,02-03-05,05-02-11,12:00:00,REGULAR,5080080,973390
334,A002,R051,02-03-05,05-02-11,16:00:00,REGULAR,5080549,973416
335,A002,R051,02-03-05,05-02-11,20:00:00,REGULAR,5081538,973446
336,A002,R051,02-03-05,05-03-11,00:00:00,REGULAR,5081909,973455
337,A002,R051,02-03-05,05-03-11,04:00:00,REGULAR,5081941,973457
338,A002,R051,02-03-05,05-03-11,08:00:00,REGULAR,5082105,973511
339,A002,R051,02-03-05,05-03-11,12:00:00,REGULAR,5082671,973571
340,A002,R051,02-03-05,05-03-11,16:00:00,REGULAR,5083175,973592
341,A002,R051,02-03-05,05-03-11,20:00:00,REGULAR,5084170,973626
342,A002,R051,02-03-05,05-04-11,00:00:00,REGULAR,5084572,973640
343,A002,R051,02-03-05,05-04-11,04:00:00,REGULAR,5084608,973641
344,A002,R051,02-03-05,05-04-11,08:00:00,REGULAR,5084747,973690
345,A002,R051,02-03-05,05-04-11,12:00:00,REGULAR,5085330,973722
346,A002,R051,02-03-05,05-04-11,16:00:00,REGULAR,5085789,973744
347,A002,R051,02-03-05,05-04-11,20:00:00,REGULAR,5086752,973768
348,A002,R051,02-03-05,05-05-11,00:00:00,REGULAR,5087161,973774
349,A002,R051,02-03-05,05-05-11,04:00:00,REGULAR,5087198,973776
350,A002,R051,02-03-05,05-05-11,08:00:00,REGULAR,5087350,973821
358,A002,R051,02-03-05,05-05-11,20:00:00,REGULAR,5089333,973943
359,A002,R051,02-03-05,05-06-11,00:00:00,REGULAR,5089748,973955
360,A002,R051,02-03-05,05-06-11,04:00:00,REGULAR,5089793,973956
361,A002,R051,02-03-05,05-06-11,08:00:00,REGULAR,5089942,974010
362,A002,R051,02-03-05,05-06-11,12:00:00,REGULAR,5090466,974076
363,A002,R051,02-03-05,05-06-11,16:00:00,REGULAR,5090996,974107
364,A002,R051,02-03-05,05-06-11,20:00:00,REGULAR,5091876,974142
365,A002,R051,02-03-06,04-30-11,00:00:00,REGULAR,3859091,421997
366,A002,R051,02-03-06,04-30-11,04:00:00,REGULAR,3859113,421997
367,A002,R051,02-03-06,04-30-11,08:00:00,REGULAR,3859137,421998
368,A002,R051,02-03-06,04-30-11,12:00:00,REGULAR,3859258,422006
369,A002,R051,02-03-06,04-30-11,16:00:00,REGULAR,3859474,422007
370,A002,R051,02-03-06,04-30-11,20:00:00,REGULAR,3859728,422013
371,A002,R051,02-03-06,05-01-11,00:00:00,REGULAR,3859905,422015
372,A002,R051,02-03-06,05-01-11,04:00:00,REGULAR,3859935,422015
373,A002,R051,02-03-06,05-01-11,08:00:00,REGULAR,3859950,422017
374,A002,R051,02-03-06,05-01-11,12:00:00,REGULAR,3860027,422020
375,A002,R051,02-03-06,05-01-11,16:00:00,REGULAR,3860210,422021
376,A002,R051,02-03-06,05-01-11,20:00:00,REGULAR,3860376,422026
377,A002,R051,02-03-06,05-02-11,00:00:00,REGULAR,3860477,422026
378,A002,R051,02-03-06,05-02-11,04:00:00,REGULAR,3860489,422026
379,A002,R051,02-03-06,05-02-11,08:00:00,REGULAR,3860610,422031
380,A002,R051,02-03-06,05-02-11,12:00:00,REGULAR,3861043,422042
381,A002,R051,02-03-06,05-02-11,16:00:00,REGULAR,3861300,422049
382,A002,R051,02-03-06,05-02-11,20:00:00,REGULAR,3862007,422054
383,A002,R051,02-03-06,05-03-11,00:00:00,REGULAR,3862201,422057
384,A002,R051,02-03-06,05-03-11,04:00:00,REGULAR,3862218,422057
385,A002,R051,02-03-06,05-03-11,08:00:00,REGULAR,3862350,422064
386,A002,R051,02-03-06,05-03-11,12:00:00,REGULAR,3862793,422076
387,A002,R051,02-03-06,05-03-11,16:00:00,REGULAR,3863073,422082
388,A002,R051,02-03-06,05-03-11,20:00:00,REGULAR,3863849,422089
389,A002,R051,02-03-06,05-04-11,00:00:00,REGULAR,3864106,422091
390,A002,R051,02-03-06,05-04-11,04:00:00,REGULAR,3864119,422091
391,A002,R051,02-03-06,05-04-11,08:00:00,REGULAR,3864244,422095
392,A002,R051,02-03-06,05-04-11,12:00:00,REGULAR,3864652,422107
393,A002,R051,02-03-06,05-04-11,16:00:00,REGULAR,3864920,422112
394,A002,R051,02-03-06,05-04-11,20:00:00,REGULAR,3865618,422121
395,A002,R051,02-03-06,05-05-11,00:00:00,REGULAR,3865815,422126
396,A002,R051,02-03-06,05-05-11,04:00:00,REGULAR,3865831,422127
397,A002,R051,02-03-06,05-05-11,08:00:00,REGULAR,3865944,422132
402,A002,R051,02-03-06,05-05-11,20:00:00,REGULAR,3867479,422161
